Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,,5.069963948,4.885133261,-1.425792382,-2.01020105,14.19063663,6.704578687,4.296563641,5.559857768,5.912556556,8.15901853,7.031254328,6.928323725,6.872091273,3.967608091,7.306376073,5.798782326,5.751412882,5.918743682,6.067002304,6.35769548,7.107568369,8.619266209,7.596828801,7.824902763,7.501774913,8.526905517,8.038652681,8.026098434,8.026300226,7.611963441,7.270065843,7.022836255,6.892530873,6.247960008,5.457735092,0.439513531
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.45111822,26.53316009,49.44737918,16.43834571,10.7656698,8.105241978,6.448862568,11.28593572,1.054966669,3.665723784,-0.525584634,1.341871619,3.839669278,3.423149827,3.227098269,6.679444617,2.68577931,1.549515002,9.310622525,9.069128269,10.23215558,7.975135559,0.867339877,2.540542492,3.811023284,2.461361188,0.211611959,1.529520107,0.850699559,-1.926404771,-6.7,-20.29999319
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.920272969,3.763018282,-30.14513259,2.619847686,5.281212071,8.043906248,9.535279869,7.145688998,5.300539377,6.099827602,8.20076584,7.993815693,8.704028066,0.701143912,0,-1.599584075,2.468626095,1.222551313,-2.278245125,-2.870722428
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.679213293,-1.762878168,-0.958849381,13.01600108,4.461629982,11.87072893,6.500547227,6.352316994,2.66735579,-0.790141832,5.021289739,-62.07591958,123.1395552,-13.59999997,-24.00000003,-8.862039363,-2.79546889,26.68090263,15.13279989,2.535953478,-31.3
St. Lucia,,,,,,,,,,,,,,,,,,,10.31194071,3.792734406,-2.220528093,6.310253181,2.086342108,4.965383974,7.265573636,8.287765071,14.4020193,3.923731387,13.89966384,8.981004205,9.890701529,0.375678028,7.95307536,0.583199758,1.598560162,1.748225865,2.922587957,-0.694130142,6.286471215,2.670603511,0.048748554,-3.408063962,0.416450493,4.264611487,7.26740887,-0.410304726,6.195257291,1.691618574,4.94932194,-2.828899548,1.603862385,5.483411333,-0.19985174,-3.174377604,1.758665901,-1.360484662,3.986868948,3.48884866,2.639462354,1.728838432,-20.21154919
Latin America & Caribbean,,6.648517357,3.907985816,2.088216237,7.211593655,5.821074683,4.237340893,4.515812185,7.525777261,6.977639912,6.062583067,6.941710017,7.20734822,8.032753182,6.584468401,3.570916851,5.318467216,4.777505654,3.818176554,7.350622509,6.701062447,0.749151665,-0.382453843,-2.08397637,3.819808228,3.229183149,3.993795086,3.258218725,0.608954516,1.836044747,0.028690232,3.175109034,2.569777717,4.085150429,5.195047823,0.916279818,4.060829732,5.292257056,2.650642926,0.637064157,3.576143652,0.489926466,0.522324708,2.52098379,5.611111753,4.010432315,5.072254144,5.277541366,3.719108793,-2.009927069,6.433857467,4.448132972,2.506005025,2.874921542,1.368093909,0.539333162,-0.151875842,1.878354625,1.624233335,0.819121133,-6.629020332
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,,2.463944566,1.146880219,2.068816296,2.554400901,1.771102638,3.47513794,3.853885967,2.598866484,2.075952249,0.655676077,1.606009683,0.369508385,-0.994656497,0.90555893,5.987175381,5.717960437,4.539872787,3.961381684,4.063640864,4.149285801,5.057757592,5.158575139,5.036285997,6.466387288,7.868509665,7.303433928,7.980248582,6.97308205,4.691099873,6.229725767,3.469690264,4.499626927,6.015995879,5.759485389,2.640472952,3.754305084,4.83956932,4.862806508,4.694443841,-0.174783007
Low income,,,,,,,,,,,,,,,,,,,,,,,1.009615132,1.911587008,0.113122371,-0.197268064,4.317884286,5.360195566,2.458604222,2.383966333,-1.786341735,0.612669979,-0.670062386,0.628438027,1.334316056,4.760756666,5.100844052,4.329258162,3.452369273,3.252469439,3.143640428,5.055093586,4.182529805,4.685226499,5.853843645,7.006638612,6.517132711,7.249061455,6.498377324,5.024237313,7.141341271,1.069966854,1.874689102,6.350730511,5.526014626,-0.324947431,3.162857119,4.166246626,4.504731158,4.495070073,1.23560639
Liechtenstein,,,,,,,,,,,,1.669222008,1.669219563,1.669225644,1.669222506,1.669232277,4.75867204,4.758677091,4.758676835,4.758671481,4.758672524,4.814820214,-1.590106881,0.538599942,4.28570942,7.020554489,4,9.230767982,5.633798309,4.491985305,2.252870971,1.801170074,3.608293844,4.332101206,6.866144132,5.8755504,6.9053018,7.225134855,7.761262837,10.4109232,3.220193082,-0.733092455,-0.993919947,-1.937565341,3.039172103,4.828076777,8.644968573,3.325963509,1.798088478,-1.15748292,,,,,,,,,,,
Sri Lanka,,,3.818019558,2.516748594,3.906433837,2.536953535,5.023789439,6.43902442,5.801094167,7.716819662,3.846629855,1.306905402,-0.410479919,7.057398935,3.845830837,6.126233165,3.33510669,5.100590268,5.653836852,6.403556925,5.846026516,5.699524769,4.1414957,4.813990971,5.099146561,4.999406369,4.355546917,1.725610691,2.472685038,2.299301414,6.399995307,4.599987245,4.399991252,6.900063252,5.599918727,5.500085232,3.799967205,6.405399698,4.698423046,4.300540498,6.00003316,-1.545408134,3.964675686,5.940269078,5.445061278,6.241748045,7.6682919,6.796826119,5.950088145,3.538912053,8.015967371,8.404733021,9.144572246,3.39573265,4.960700592,5.007683305,4.486634531,3.578169679,3.272000479,2.255176529,-3.569076137
Lower middle income,,3.638342898,3.168734149,6.421863769,6.667790184,3.980931784,2.522082964,3.356518863,6.436893853,9.25908775,8.859443749,6.124989337,5.570303061,5.724534535,5.622286674,2.413566535,8.301156844,3.867068167,0.478904825,0.063189196,-0.005570443,1.706704258,4.99824444,3.548618364,1.750782677,3.525865413,2.211524925,3.20667892,4.793138611,4.764546565,4.898492802,2.436212416,2.828632706,1.505905904,2.444075368,4.663194771,5.854557827,3.481602889,1.323906205,4.183065267,4.420192554,3.993063135,4.804699344,6.203733114,6.560686279,6.151988386,6.479538809,6.865622718,4.221398734,4.625614281,6.558988769,4.805471947,4.270710359,5.119801245,5.613882282,5.092491929,5.911264742,5.193030011,4.615449623,3.500479013,-3.872009438
Low & middle income,,1.23229495,3.325155272,4.740858188,7.72447876,6.046746947,4.501276914,3.297336808,6.023489907,8.306471948,8.162808973,6.483177023,6.129788187,7.108214733,6.03018027,4.065672334,5.977690629,4.389901328,3.180099143,4.565036282,4.419312452,2.033029917,2.88828323,1.711911854,4.682508351,4.45781066,4.117662602,4.85593572,4.08955489,3.06881834,2.255234871,1.387518434,1.495239065,3.387342019,3.312744288,3.914193145,5.427616556,5.052939051,2.573963144,3.751581549,5.795404314,3.766091515,4.763008818,5.974985422,7.714429884,7.280338079,8.222243784,8.902143109,5.984645238,3.184141589,7.837210329,6.317202973,5.39203716,5.511859274,4.972002213,4.4063101,4.623653125,5.196051152,4.814276829,3.972088119,-1.411089167
Lesotho,,1.864795166,15.33181432,10.61506999,8.251118125,2.154105569,-0.40552139,10.91206152,-0.367120041,1.547536693,2.177071167,5.113717712,-0.202708346,26.40488106,10.98008895,-13.51349756,11.04912916,21.80903496,18.31687489,2.893918778,-2.74477924,0.694638145,4.457203889,1.986165354,5.534897826,2.61024933,4.684856037,0.72972822,8.601919079,5.795244407,6.04547333,6.966607113,6.956364957,3.509766478,5.979873128,3.290938546,5.597035759,3.703603596,1.53765564,0.476025102,3.875546814,3.561582191,0.723835961,4.559776811,1.692374206,3.466122481,4.230094854,4.187914418,5.522028201,-1.255514626,5.266280653,4.614252238,6.334821701,1.792531445,1.710544004,3.127557724,3.588364597,-3.141949946,-1.223137311,-0.381431982,-11.06099374
Late-demographic dividend,,-3.527450591,2.436829529,4.341973765,7.558999831,7.217599163,7.008970819,1.90179133,5.721443623,10.32072095,10.59152599,8.134607793,7.572780273,9.15120017,5.870424985,4.949162191,6.353692352,6.625456641,5.873505374,7.557506634,8.25725797,0.551378253,2.186013059,1.513472236,7.899884325,7.609573713,5.976717968,6.526297673,5.420407998,4.487571399,0.773628719,1.137829293,0.69162569,4.333299675,4.385361014,5.700773733,5.071369222,5.514344645,2.784622378,4.63135799,6.98491285,5.192532773,5.997161116,6.81967568,8.202899217,7.757823002,9.304143268,10.23950531,6.930488527,3.703507518,8.061706286,7.165714513,5.848837977,5.667981339,5.192098415,4.668401641,4.447883437,5.298252671,5.39084119,4.671211639,0.279131934
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.158464317,8.310921562,7.475758724,-1.141571156,3.695525421,6.526108902,6.751414576,10.56595699,6.569490118,7.732367604,7.414121335,11.10748014,2.614423033,-14.83860837,1.651240653,6.03900816,3.843864749,3.550072843,3.537009879,2.024583955,2.518828273,4.282596951,3.936845901,4.338861033,-0.87190554
Luxembourg,,3.829983122,1.358677671,3.43910854,7.865828819,-0.734933604,1.105904112,0.216730812,4.183872427,9.972857943,4.507043777,2.667232242,6.598195537,8.312674513,4.212468993,-6.571371387,2.534335117,1.569774566,4.074972508,2.345609212,0.840877543,-0.550947828,1.131298621,2.98907441,6.186941086,2.791707149,9.983929013,3.950982264,8.46328404,9.79805867,5.319932787,8.644188197,1.819656294,4.200647544,3.820918661,1.432200588,1.38843119,5.709715408,6.044652615,8.480999838,8.23980206,2.531974812,3.819469333,1.629285585,3.612178658,3.172441709,5.178484602,8.354554069,-1.279586241,-4.358606547,4.864968979,2.539235768,-0.352520089,3.654371342,4.296786305,4.306431493,4.574601051,1.801180955,3.110836266,2.296978816,-1.313204543
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.569426197,8.863596899,6.340793186,2.741044389,5.671974915,6.32281135,7.082788433,8.434475033,8.501267505,10.7250863,11.98636285,10.02709965,-3.32730004,-14.25971859,-4.406823636,6.46884995,4.251723048,2.310176076,1.073634087,4.006874033,2.372924128,3.25072029,4.024311045,2.02711322,-3.623683916
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,10.02142442,8.460726505,0.731580449,6.694651275,14.29307438,7.810728482,5.025023757,7.98035975,3.658972583,13.29905907,5.186453577,4.252432804,3.296493572,-0.419067135,-0.279148218,-4.57105646,-2.359113427,5.747116004,2.888188895,8.911023241,11.64021569,26.63066969,8.075614408,13.3902834,14.47677323,3.39130334,1.274149446,25.12291651,21.61647486,9.242247226,10.75279792,-2.048265666,-21.49264721,-0.674489248,9.982505239,6.466006544,-2.628861476,-56.30824513
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,,10.02884136,9.891739306,8.362165357,4.713460376,5.596893659,2.437237347,3.559310832,5.596049945,7.558221561,10.81278134,6.059167679,2.232663388,4.793787205,3.642164813,-1.74343493,8.957372023,1.386569577,6.418386321,6.007652072,9.271105769,-0.325004076,11.87523598,2.846202581,3.411812226,7.216088161,-2.097738761,-0.740591692,10.5880004,-5.405447867,12.37287628,-1.560702356,7.23855269,1.081332562,1.912872981,7.319967454,3.121449656,5.961162155,4.797018362,3.291639684,7.574631645,3.531594152,5.923277686,4.243757321,3.815717917,5.245697297,3.009961262,4.5354242,2.669493927,4.536378168,1.05985639,4.248949211,3.148502644,2.481905132,-7.117232169
Monaco,,,,,,,,,,,,5.228060024,4.648309616,6.553757509,4.474611051,-0.972637494,4.411628782,3.553236083,3.953551301,3.534204929,1.685457433,0.922378369,2.432389472,1.194973349,1.484515634,1.708699684,2.452364682,2.484574172,4.598601474,4.163659309,2.643454173,1.015127899,1.366640153,-0.913917519,2.215623411,2.117152311,1.110730002,2.237248754,3.503266589,3.300542834,3.910229226,2.187732536,1.026495079,1.087536596,2.470484448,1.895415281,5.803936536,14.42889902,0.666834793,-11.30000062,2.099999899,7,1.000000923,9.599998464,7.200000717,4.899999169,3.500001391,-3.40000081,6.100000475,7.5,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.877060205,1.647064503,-6.542192023,-3.368254529,2.107716048,6.100000413,7.799999641,6.600000038,7.39999969,7.500000139,4.79999985,3.00000024,7.800000145,-6.000000289,7.100000084,5.818166405,-0.589734126,9.043865482,4.999625669,-0.338235324,4.408886724,4.69079339,4.301477742,3.580484271,-6.969046296
Madagascar,,2.048632751,2.271069702,-0.929401624,3.962518848,-0.452253864,2.064552407,5.52856561,6.828786099,3.721222168,5.276455575,3.929365032,-1.272621531,-2.61847833,2.006879379,1.258691634,-3.068858391,2.364000359,-2.661805965,9.85465029,0.952707588,-9.8,-1.9,0.9,1.760181942,1.156344139,1.960224882,1.17491326,3.40692921,4.074880658,3.128905054,-6.306351594,1.180884942,2.099923187,-0.042101301,1.678592317,2.154204476,3.693492616,3.917074599,4.699227044,4.456858938,5.980235764,-12.4079711,9.784892121,5.257003621,4.755845097,5.39850845,5.710564197,6.71263895,-3.978708646,0.619229746,1.578429421,3.011146408,2.300386934,3.339202244,3.132295888,3.993146085,3.933316171,3.2,4.4,-4.200002074
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.858646927,8.39794083,7.494683025,6.175655828,3.845810392,-3.943634354,7.268386313,13.75004982,6.033754049,-13.12905343,26.1114935,7.713867271,9.485332661,-7.228841465,7.265129068,8.566733531,2.517383942,7.281073979,7.329626203,2.88454853,6.33752979,7.210479788,8.128813661,6.98667554,-31.98206371
Middle East & North Africa,,,,,,,,,,,,,,,,,16.31070328,4.062539134,-4.809775155,5.41341995,0.186080033,1.647892981,-3.092178225,-3.490640792,-0.821128599,-1.155090731,1.232950982,-0.470121837,3.559866635,2.859425349,13.3456019,4.07668406,4.553599243,2.645878479,2.430812324,2.724795768,4.719190716,3.523463163,4.558256483,1.867132125,6.735437617,1.276845262,1.369117069,4.904632954,7.900154907,4.898052266,5.827090575,5.162428346,4.708014771,0.715330349,5.039754507,3.871335562,3.796231728,2.955708898,3.003963915,2.403857336,4.589296372,1.594886078,1.193431628,0.81353503,-3.351845805
Mexico,,5.000000002,4.664414668,8.106886928,11.90548077,7.099999996,6.096139304,5.854924878,9.423278818,3.418620026,6.502484033,3.762467686,8.228807312,7.861119861,5.77682723,5.74448505,4.417444135,3.390639707,8.956942328,9.698170138,9.233251984,8.525606663,-0.520808042,-3.486421804,3.410814135,2.187693116,-3.078955375,1.722439312,1.283260997,4.105509331,5.175768386,4.214754839,3.541102416,1.941155848,4.941080676,-6.291230821,6.773258694,6.846852279,5.163925168,2.753554247,4.942453715,-0.404390127,-0.039844481,1.446382684,3.92059081,2.307807066,4.495077894,2.291445714,1.143584587,-5.285744137,5.118118143,3.66300793,3.642322679,1.354091962,2.849773255,3.293151528,2.630532425,2.113129135,2.194992049,-0.054527928,-8.239473277
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,4.831228371,15.50800362,3.866025881,-6.257292643,24.54249933,9.363753782,7.789046773,-1.691608812,2.676246464,0.087825243,7.140858631,6.006240667,5.877726957,8.213253819,-10.30294677,-6.445662796,-0.81939372,-1.25514282,1.354079109,6.826085172,3.741452132,-1.615875909,0.949293706,2.35344276,-0.350859671,3.230407049,-6.179590788,3.184525712,6.668641057,-0.612309009,-2.295210414,4.017979699,-0.950334665,1.613921462,1.029898109,3.382740806,3.34508051,6.529003345,
Middle income,,1.397917708,3.070155961,4.817776973,7.977846668,6.127343157,4.533901693,3.349281328,6.09222392,8.376623726,8.30135012,6.535409981,6.286841827,7.202427979,6.060375749,4.127292713,6.058011423,4.41527326,3.278493249,4.633189366,4.471994364,2.03072993,2.92542375,1.707811081,4.776538884,4.548750195,4.113933714,4.846241621,4.119980444,3.081334068,2.316348365,1.400794163,1.53204953,3.433226574,3.344733392,3.900783369,5.432819414,5.064425188,2.5601227,3.759514134,5.837205832,3.746040166,4.772152394,5.996000378,7.744370839,7.284665228,8.249131483,8.927793284,5.976796723,3.153854098,7.848871831,6.404560239,5.447659039,5.499043202,4.96338236,4.480318097,4.644786919,5.210738672,4.818647875,3.965358418,-1.445470756
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.170767647,-6.565198677,-7.469271319,-1.758166181,-1.114727694,1.185103889,1.439981337,3.378735647,4.339027913,4.549135783,-3.067256625,1.493665472,2.222601657,4.67408958,4.724088642,5.137025162,6.473486858,5.47200139,-0.358614857,3.358750858,2.339886045,-0.456183224,2.925257665,3.629123513,3.85586514,2.848205194,1.081772738,2.88059671,3.17415085,-4.531995024
Mali,,,,,,,,,3.708410196,0.23099942,6.136954863,2.568996024,5.844016431,-1.455115802,-1.528826102,11.62504914,13.62343853,6.348647194,-1.463476332,10.39567721,-4.325839869,1.508804297,-7.378433046,1.820873772,-0.287011156,20.28663494,2.692620881,-0.139164289,7.389721044,4.177388109,-2.502395103,11.74520379,-3.21866249,3.172168177,3.779934051,0.921022398,7.055785404,4.829024339,7.57166764,5.700943654,-0.060834972,15.37623946,3.106308252,9.119041995,1.559998661,6.534778775,4.662186878,3.493616813,4.773145081,4.806322267,5.313935279,3.21313378,-0.836734632,2.29506829,7.084683881,6.171800024,5.852299199,5.305456084,4.746484327,4.765860521,-1.649261401
Malta,,,,,,,,,,,,2.453993612,5.838327027,4.146138373,10.03640396,19.56008086,17.01708956,12.1841698,11.16115819,10.49077317,7.049711215,3.311762074,2.284452306,-0.612390117,0.942370935,2.585279666,3.885190007,4.110514452,8.414236296,8.179105581,6.291390958,6.256492082,4.690932431,4.480749359,5.651104737,6.342493183,3.777335762,5.256980145,5.125601231,4.719974882,19.6812701,-1.174697348,2.565263253,4.07406885,0.140268127,3.383593576,2.510142345,4.7747056,3.826359416,-1.133873468,5.543639385,0.467050856,4.117707299,5.473355695,7.633538112,9.608132811,4.090917429,8.119425289,5.179224796,5.539566337,-7.001129615
Myanmar,,0.47156108,4.08687253,13.34929493,-5.89401884,10.69264951,-4.851778704,-5.925258883,12.05934018,3.291741121,4.979330597,4.129962445,2.435841373,-0.968124718,5.342375689,4.152709189,6.080396229,5.952286611,6.517817023,5.201277481,7.938538081,6.355754592,5.603876426,4.39109268,4.932728026,2.851000239,-1.057348757,-4.005631786,-11.35243948,3.695297423,2.816933273,-0.650616908,9.660942453,6.039410227,7.477958358,6.948051437,6.442715348,5.651582963,5.866213153,10.94512998,13.74593056,11.34399707,12.02551343,13.84399689,13.56466162,13.56895002,13.07610138,11.99143524,10.25530539,10.5500091,9.634439452,5.591482378,7.332670447,8.426001025,7.990915597,6.99284029,5.7500645,6.404977325,6.750460146,1.69442381,-9.992044686
Middle East & North Africa (excluding high income),,,,,,,6.997639385,8.928528647,11.04014402,12.19824518,9.244823164,8.696623696,13.34840868,6.788122334,6.509347679,1.050571947,15.18923044,-0.466667951,-5.192170884,-2.117651096,-9.920718218,0.084091623,14.81204696,4.416361405,-0.716085617,3.312554803,-2.076315261,2.003258088,-0.076122533,2.35476293,12.23346784,-1.11030973,4.933284824,2.945251015,1.977784548,2.869633745,6.016812277,3.570894805,6.776544348,4.453595906,6.24128757,2.411039962,2.902602277,1.828270371,7.958530022,4.307854141,5.109682723,6.108427747,3.979594046,2.913277254,5.295357322,-0.586987593,2.639282196,2.017984483,2.167193213,0.699080066,6.876588581,2.856526426,0.117866177,0.256545018,-3.089213732
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.900006713,-9.400001407,3.100000184,1.099842719,1.90393392,2.482659361,4.426052958,4.180601527,8.566419508,6.810150491,7.222790871,-5.795094085,2.734374433,3.228418728,-2.723799564,3.548984342,1.78368226,3.39035841,2.949340815,4.716438739,5.077865034,4.062955413,-15.15898443
Mongolia,,,,,,,,,,,,,,,,,,,,,,,8.342136115,5.834037954,5.933419453,5.712872261,9.374994513,3.458648471,5.107972312,4.178195743,-3.184460178,-8.693544731,-9.256465705,-3.168791549,2.134382694,6.376426887,2.235093844,3.896713583,3.3399366,3.07036901,1.146062137,2.952710544,4.732978465,7.004634575,10.62540596,7.25366544,8.556234809,10.24801636,8.900367946,-1.268598941,6.365161685,17.29077758,12.31981985,11.64891619,7.885225482,2.379835807,1.168393456,5.337037933,7.246629636,5.159070603,-5.335552017
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.343170899,-3.077975376,-12.70289344,-6.871463217,-6.684027778,-11.06976744,-17.57322176,1.395939086,-7.384230288,0.810810811,2.680965147,4.177545692,3.383458647,29.21212121,23.17073171,-19.34501142,-11.14258735,
Mozambique,,,,,,,,,,,,,,,,,,,,,,5.000002949,-6.899999439,-15.70000204,-6.49999988,0.999996721,-2.299996026,14.70000042,8.199995179,6.500004552,0.999992833,4.925451257,-6.124715451,10.59852967,6.533396458,2.259757178,11.2025196,11.30106865,9.931251949,11.69852372,1.180300789,12.0868744,9.291051885,6.878532872,7.916407836,6.645908281,9.694374092,7.729746242,7.317755324,6.318197232,6.502353115,7.417384316,7.258439253,6.963607135,7.398512797,6.72327878,3.824214319,3.741317593,3.44381384,2.292736927,-1.281886972
Mauritania,,,0.726608377,-1.983767575,27.69088635,16.1383305,0.230961965,3.567132897,10.19644263,1.248532088,11.98593115,1.842886437,-0.732907868,-4.584756933,12.16261106,-5.134374447,8.54610493,-1.878593683,-0.504713832,4.790039837,3.37121022,3.45028842,-2.339924122,3.735342026,-3.226864452,2.994760505,5.713579354,1.900384152,1.720397976,4.777585421,-1.771304534,1.788087282,1.874125731,5.873637432,-3.060732225,9.819800419,5.818826634,-4.044696525,2.777804784,3.673178323,-3.918025879,-0.799493816,1.381483962,6.928269551,4.732757925,8.566287249,18.33319876,-1.969422752,-0.331079195,0.097875872,2.620229521,4.172783283,4.470013182,4.150813186,4.274823271,5.376339237,1.260909224,3.497175006,2.115267637,5.931442105,-1.488487214
Mauritius,,,,,,,,,,,,,,,,,,6.547619053,3.830806085,3.516525747,-10.0612585,5.882352901,5.497075927,0.383795311,4.698385727,6.954475462,9.742033321,8.891039826,6.791346749,4.46514861,7.186736771,4.435446262,6.512698594,5.082062928,4.136142898,4.287736571,5.587843899,5.687477444,6.071940161,2.610932319,8.202791783,3.347540711,1.614918645,5.925445489,4.330019872,1.777543037,4.865544591,5.727016142,5.38696257,3.315076989,4.377203239,4.077538074,3.496118338,3.360406103,3.744575773,3.55307173,3.837932629,3.814152115,3.759677231,3.014762911,-14.86783129
Malawi,,7.639597855,0.668364743,-1.391078517,2.661103268,13.61649342,13.24903632,7.281549943,-1.923079168,5.882359893,0.479297978,16.21856363,6.231349008,2.300661571,7.175963618,6.08682381,4.997731243,4.918031369,9.745068027,4.39615374,0.406746413,-5.290119219,2.503453814,3.718709051,5.360304094,4.570982302,-0.214802518,1.625239182,3.177291278,1.344689707,5.692294494,8.730231829,-7.332978135,9.691840268,-10.24018173,16.72881759,7.316681511,3.792419099,3.89525363,3.042278091,1.576077837,-4.974963846,1.700000014,5.705639437,5.420497694,3.268725828,4.699999992,9.600000003,7.639736774,8.328110276,6.874065635,4.854055109,1.885799507,5.199999998,5.700000004,2.799999999,2.484040626,4.000030517,4.420621465,5.721106077,0.8
Malaysia,,7.597993999,6.421029609,7.338803527,5.358962909,7.684863475,7.816711026,3.857146492,7.977994642,4.888533653,5.98653863,10.03466058,9.388444991,11.70108161,8.318661972,0.801068091,11.56348978,7.75305838,6.653892216,9.349099931,7.441826784,6.942104199,5.943152455,6.252230815,7.76179012,-1.025250251,1.240594926,5.191932111,9.937719677,9.059600866,9.00852714,9.545467414,8.885117978,9.894943334,9.212041793,9.829085197,10.00270069,7.32274185,-7.359415188,6.137612011,8.85886817,0.517675319,5.390988307,5.788499286,6.783437724,5.332139161,5.584847067,6.298785927,4.831769889,-1.513528716,7.424847383,5.293912834,5.473454193,4.693722526,6.006721946,5.091532422,4.449781398,5.81272241,4.769927024,4.302815982,-5.587744678
North America,,2.301158979,6.099187788,4.398366175,5.802522229,6.399181929,6.503862137,2.505682582,4.798429531,3.100191028,-0.342855359,3.293439253,5.256810113,5.64327261,-0.539749975,-0.203177132,5.390256561,4.624937945,5.532757794,3.165534611,-0.251879438,2.537618547,-1.805122133,4.582319568,7.232554865,4.166163981,3.464351181,3.459411513,4.176994797,3.670873663,1.884970957,-0.110055704,3.520632219,2.751906186,4.027117891,2.685027522,3.772002484,4.381878816,4.360079063,4.697228548,4.185286714,1.029999339,1.859530651,2.929989882,3.806573633,3.620343931,2.95293122,2.249624753,-0.048101013,-2.56907224,2.602805571,1.674583897,2.207472889,1.880125793,2.551254841,2.880595844,1.654818141,2.388332081,2.950766434,2.137188503,-3.628655021
Namibia,,,,,,,,,,,,,,,,,,,,,,0.971449499,-0.398090744,-1.823450375,-0.236891524,0.464171263,4.767269666,3.553769142,0.813148943,1.858674962,2.04745994,8.165612443,7.189342571,-1.57953922,1.729879563,3.899014231,3.191324283,4.22010037,3.291585488,3.369278512,3.492183328,1.177948745,4.788661255,4.239794289,12.2695481,2.529262602,7.0731753,5.374044174,2.649812009,0.295970945,6.039249491,5.091338114,5.061682087,5.614719617,6.092519139,4.264174529,0.033794488,-1.027250823,1.108049093,-0.60608576,-7.983543825
New Caledonia,,,,,,,-3.848577701,5.400791443,14.26255469,15.71631338,30.99928974,6.999215677,3.398499545,-11.19930863,12.7011152,6.499471805,2.299998218,1.899824279,9.800007197,-13.60000507,-0.399994551,-6.999999369,2.399992488,-1.99999757,1.799999233,4.500000498,-1.000003497,5.700002751,34.60000065,10.99999947,3.600001274,4.900028139,0.519994838,0.529794652,2.590186894,5.940031114,0.4498791,2.007152305,-3.200275506,0.900172502,2.100108842,,,,,,,,,,,,,,,,,,,,
Niger,,4.546393036,10.27871349,9.428229321,0.13103989,6.919761819,-0.382497198,0.12286867,0.383494662,-5.485945812,3.055778922,5.679320644,-5.166272306,-17.04758357,8.77523805,-2.793193436,0.678203402,7.764581119,13.47261233,7.146996066,-2.455036125,-0.177666071,2.174460219,-3.863627907,-16.81983511,7.718127446,6.352137306,0.088281361,6.871150134,0.957045972,-1.308478284,-0.439489101,2.000752361,0.321655475,1.854778792,2.457244121,0.100530504,1.527475712,9.972614957,-0.219562519,-1.208477743,7.268134903,4.918470578,2.170610381,0.36380158,7.331868841,5.931049974,3.142724084,7.731414229,1.962600905,8.578166743,2.357756936,10.54894458,5.315130636,6.642136654,4.392648832,5.709274187,4.999097165,7.219172668,5.90279179,1.500005543
Nigeria,,0.191795489,4.102992589,8.57861892,4.950488659,4.884976838,-4.250514188,-15.74362821,-1.248360246,24.19738395,25.00724193,14.23753156,3.36426203,5.392760484,11.16067455,-5.227747559,9.04235173,6.024117846,-5.764158392,6.759430935,4.204831047,-13.12788049,-6.803388815,-10.92408504,-1.115623218,5.913027464,0.06094527,3.200125467,7.334025488,1.919381297,11.77688593,0.358352604,4.631192947,-2.035118776,-1.814924483,-0.072664767,4.195924045,2.93709942,2.581254103,0.584126895,5.015934757,5.917684652,15.32915574,7.34719497,9.250558228,6.438516525,6.059428031,6.591130361,6.764472778,8.036925102,8.005655915,5.307924204,4.230061175,6.671335393,6.309718656,2.652693295,-1.61686895,0.80588662,1.922757342,2.208429277,-1.794253082
