Year,Country,Cost of Living Index,Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index
2019,Lebanon,58.06,26.92,43.28,56.79,53.97
2019,Uruguay,57.31,16.21,45.11,56.28,47.77
2019,Bahrain,56.71,29.56,51.16,52.21,74.61
2019,Greece,56.66,10.8,43.69,54.76,49.57
2019,United Arab Emirates,56.16,40.98,43.16,53.88,119.6
2019,Cyprus,55.57,20.23,44.32,59.76,75.29
2019,Jordan,54.98,11.87,44.43,52.28,41.73
2019,Spain,54.7,20.73,44.02,54.13,83.8
2019,Slovenia,52.51,15.36,43.27,43.83,75.38
2019,Mauritius,52.44,11.53,47.89,39.14,39.77
2019,Myanmar,52.38,24.72,54.76,20.24,13.98
2019,Trinidad And Tobago,52.07,17.13,50,46,56.97
2019,Zimbabwe,51.57,11.67,45.74,36.81,27.65
2019,Kuwait,51.48,32.94,39.88,47.35,102.01
2019,Panama,51.45,24.63,48.21,47.06,41.34
2019,Ghana,51.13,31.57,44.76,31.74,18.7
2019,Estonia,51.01,15.38,37.06,51.24,75.97
2019,Fiji,50.93,22.7,57.63,36.46,35.44
2019,Costa Rica,50.89,15.48,47.91,42.58,47.13
2019,Portugal,50.39,21.07,40.2,43.13,55.19
2019,Palestine,50.2,9,43.9,37.33,57.17
2019,Belize,49.45,8.81,42.86,36.66,70.85
2019,Latvia,49.23,12.02,36.65,45.47,55.16
2019,Croatia,49.18,11.6,40.33,40.36,60.33
2019,Chile,47.73,15.22,40.55,45.15,54.13
2019,Saudi Arabia,47.61,11.4,39.06,30.93,118.59
2019,Thailand,47.54,17.71,50,24.63,40.86
2019,Cambodia,46.8,14.44,44.15,24.44,12.46
2019,Oman,46.2,19.89,40.02,44.41,88.47
2019,El Salvador,46.11,14.19,45.57,35.55,30.09
2019,Lithuania,45.91,12.9,35.36,43.95,60.34
2019,Nicaragua,45.83,9.54,46.36,31.14,24.52
2019,Czech Republic,45.12,18.27,38.08,33.25,71.32
2019,Slovakia,44.98,16.13,38.5,33.64,63.24
2019,Dominican Republic,44.92,10.21,35.68,42.43,26.02
2019,Namibia,43.22,17.46,39.92,38.59,63.6
2019,Brazil,42.8,11.46,31.3,34.85,37.43
2019,South Africa,42.49,16.5,33.88,40.79,82.97
2019,Honduras,42.1,10.76,33.57,31.52,35.22
2019,Hungary,42.03,13.64,32.36,33.43,54.66
2019,Ecuador,41.98,11.61,37.87,29.43,40.84
2019,Guatemala,41.74,13.93,38.02,32.28,41.79
2019,Cuba,40.5,8.11,34.3,28.29,2.47
2019,Iraq,39.62,11.46,34.1,31.85,47.61
2019,Montenegro,39.61,9.95,30.75,34.25,46.28
2019,Malaysia,39.38,10.92,39.7,22.75,73.14
2019,China,39.24,17.36,39.93,28.18,68.95
2019,Poland,39.13,14.92,30.66,32.72,70
2019,Kenya,38.21,10.05,33.23,31.22,32.46
2019,Vietnam,37.7,13.1,37.87,18.89,33.33
2019,Bulgaria,37.17,9.15,31.15,29.86,52.18
2019,Peru,37.17,11.96,32.69,23.68,37.47
2019,Romania,36.45,10,29.88,32.26,61.16
2019,Indonesia,36.24,8.43,38.14,18.02,32.95
2019,Albania,36.17,8.21,28.59,29.34,33.81
2019,Iran,35.8,16.92,32.63,26.88,37.74
2019,Bosnia And Herzegovina,35.72,6.32,28.81,23.78,49.18
2019,Russia,35.52,12.68,29.18,37,45.38
2019,Serbia,35.39,8.08,26.3,27.84,39.9
2019,Turkey,35.21,7.23,30.45,23.65,45.33
2019,Philippines,35.09,8.09,32.61,19.67,29.46
2019,Tanzania,34.74,16.03,28.59,25.15,22.71
2019,Bolivia,34.37,10.88,26.9,27.96,44.05
2019,Morocco,33.98,9.48,29.85,23.85,41.4
2019,Belarus,33.12,9.96,27.77,35.98,44.64
2019,Argentina,33.09,9.48,26.25,32.5,55
2019,Mexico,32.71,10.06,30.3,30.23,49.98
2019,Armenia,32.51,9.9,25.77,32.53,33.06
2019,Paraguay,32.27,9.38,26.03,25.75,35.57
2019,Moldova,32.26,7.97,24.97,27.71,30.75
2019,Bangladesh,31.83,5.44,29.52,18.97,39.82
2019,North Macedonia,31.58,6.47,24.85,23.67,39.83
2019,Nigeria,31.25,28.97,31.76,19.2,15.13
2019,Algeria,30.56,5.51,32,16.38,32.93
2019,Uganda,30.25,8.51,26.09,21.9,22.72
2019,Sri Lanka,30.24,7.57,33.57,17.36,27.34
2019,Colombia,30.15,9.17,24.33,22.46,34.66
2019,Kazakhstan,29.83,9.78,23.75,29.83,38.83
2019,Nepal,29.63,4.6,25.4,19.74,26.28
2019,Azerbaijan,29.12,8.72,24.08,30.67,32.01
2019,Georgia,28.78,8.53,23.39,27.09,33.19
2019,Ukraine,27.94,9.53,22.47,22.14,32.72
2019,Uzbekistan,27.11,8.27,23.9,21.14,25.09
2019,Egypt,26.46,5.01,23.19,22.26,23.67
2019,Kosovo (Disputed Territory),26.18,8.05,23.21,19.57,61.82
2019,Venezuela,25.73,5.89,27.58,21.98,3.71
2019,India,24.17,5.84,24.2,17.15,66.91
2019,Tunisia,23.69,4.96,22.27,13.33,37.99
2020,Switzerland,122.4,50.25,120.27,123.01,119.53
2020,Norway,101.43,36.15,91.14,109.28,88.38
2020,Iceland,100.48,46.95,86.89,113.74,79.44
2020,Japan,83.35,25.97,81.82,48.95,87.28
2020,Denmark,83,31.92,61.74,100.75,100.88
2020,Bahamas,82.51,36.36,62.65,83.66,54.18
2020,Luxembourg,81.89,54.92,69.1,89.85,103.92
2020,Israel,81.15,31.33,66.31,88.65,78.09
2020,Singapore,81.1,63.27,66.75,58.99,88.96
2020,South Korea,78.18,22.86,91.31,44.87,85.21
2020,Hong Kong,77.22,79.57,75.94,54.36,65.32
2020,Barbados,76.02,19.7,65.2,68.14,51.1
2020,Ireland,75.91,43.88,58.35,81.24,80.88
2020,France,74.14,25.39,67.9,72.54,80.36
2020,Netherlands,73.75,35.18,55.87,80.48,90.73
2020,Australia,73.54,34.86,67.23,70.32,107.31
2020,New Zealand,72.53,32.09,64.69,68.8,92.66
2020,Belgium,71.78,25.43,58.66,80.14,86.28
2020,Seychelles,71.59,32.34,64.61,84.86,21.67
2020,United States,71.05,40.32,66.61,70.74,109.52
2020,Austria,70.38,26.81,61.73,68.09,82.38
2020,Finland,70.29,26.16,56.52,76.81,99.93
2020,Sweden,69.85,25.9,60.47,72.35,101.73
2020,Canada,67.62,30.73,63.68,63.53,95.09
2020,Puerto Rico,67.54,19.29,65.76,58.68,79.38
2020,Malta,67.46,31.04,54.9,75.94,46.32
2020,United Kingdom,67.28,29.85,51.27,74.13,91.73
2020,Italy,67.26,21.22,55.44,72.32,65.59
2020,Germany,65.26,27.06,49.23,61.58,102.36
2020,Macao,64.84,43.98,62,43.37,80.9
2020,Qatar,64.04,47.44,53.61,66.83,111.69
2020,United Arab Emirates,61.98,41.07,47.63,61.32,91.58
2020,Taiwan,61.37,16.42,71.51,28.49,65.67
2020,Lebanon,60.5,24.54,43.92,58.16,44.47
2020,Bahrain,58.94,30.95,48.11,54.55,57.88
2020,Cyprus,57.93,20.54,44.21,63.11,57.41
2020,Jamaica,57.82,15.25,58.96,38.12,32.37
2020,Greece,55.67,11.68,41.63,53.74,43.68
2020,Zimbabwe,55.3,11.02,50.8,40.79,26.03
2020,Palestine,54.54,8.83,46.67,38.93,46.91
2020,Ethiopia,54.39,20.9,36.3,19.37,8.34
2020,Panama,54.16,24.76,53.03,47.27,34.23
2020,Costa Rica,53.98,15.55,49.6,43.51,42.61
2020,Spain,53.77,21.77,42.38,52.07,72.03
2020,Trinidad And Tobago,53.7,17.26,49.43,49.83,45.7
2020,Jordan,53.67,11.54,43.32,47.12,34.88
2020,Slovenia,53.43,17.09,43.76,45.43,66.31
2020,Mauritius,53.04,11.99,48.94,43.96,30.88
2020,Uruguay,51.04,14.43,40.12,47.41,37.46
2020,Estonia,50.93,15.41,36.57,52.94,71.3
2020,Kuwait,50.37,31.21,34.68,47.08,85.59
2020,Thailand,49.77,17.1,49.2,24.9,35.45
2020,Croatia,49.7,13.5,39.9,42.44,50.42
2020,Portugal,49.52,21.81,38.14,42.48,49.43
2020,Oman,49.28,17.98,43.5,44.26,80.97
2020,Belize,49.23,9.74,41.89,37.05,57.53
2020,Saudi Arabia,48.34,11.39,37.89,33.51,100
2020,Latvia,47.94,12.34,34.85,42.88,52.48
2020,Cambodia,47.49,14.9,44.56,25.19,11.29
2020,Fiji,47.48,18.55,52.67,35.87,33.17
2020,Czech Republic,46.15,19.56,38.13,34.1,62.82
2020,El Salvador,45.57,13.48,43.67,34.8,24.71
2020,Brunei,44.71,23.08,37.11,38.06,86.95
2020,Nicaragua,44.56,7.61,41.71,31.41,23.92
2020,Slovakia,44.46,16.11,37.51,33.82,56.94
2020,Lithuania,44.28,13.65,33.63,42.7,57.85
2020,Dominican Republic,44.06,10.62,35.93,38.27,23.95
2020,Chile,43.62,13.39,36.45,41.57,42.5
2020,Cuba,43.46,4.84,37.4,30.95,2.18
2020,Suriname,43.14,7.79,45.78,34.98,22.39
2020,Namibia,43.1,16.12,36.8,39.22,55.65
2020,South Africa,42.87,16.61,33.29,40.58,73.61
2020,Guatemala,42.7,15.29,37.41,33,39.83
2020,Honduras,42.17,10.6,33.33,30.55,30.26
2020,Myanmar,42.11,23.78,44.68,19.04,10.22
2020,Ecuador,40.98,11.96,35.46,30.66,36.08
2020,Hungary,40.85,13.97,30.77,34.46,47.55
2020,Brazil,40.22,10.65,29.2,30.78,32.81
2020,Kenya,40.21,10.73,35.35,35.06,27.32
2020,China,40.04,16.38,40.37,29.16,60.88
2020,Poland,40.04,15.67,30.55,33.45,59.61
2020,Russia,39.21,11.36,31.08,39.61,38.94
2020,Botswana,39.13,11.12,31.74,39.98,58.1
2020,Malaysia,39.12,11,37.58,22.94,64.49
2020,Iraq,39.04,11.28,31.85,32.72,42.43
2020,Iran,39.01,14.48,35.54,25.12,22.69
2020,Somalia,38.68,4.75,45.88,27.04,33.24
2020,Peru,38.65,12.78,33.8,24.69,33.95
2020,Vietnam,38.34,13.57,37.06,19.59,28.14
2020,Montenegro,38.23,10.38,28.63,33.16,39.8
2020,Ghana,37.65,19.41,37.17,26.59,14.66
2020,Philippines,37.63,9,33.46,20.84,23.48
2020,Indonesia,37.27,10.62,37.36,18.25,25.05
2020,Bulgaria,36.7,9.64,30.09,29.14,49.37
2020,Albania,36.39,8.55,28.39,26.75,29.56
2020,Bosnia And Herzegovina,35.97,6.72,28.08,25.1,41.83
2020,Mexico,35.72,11.46,32.39,32.12,41.81
2020,Serbia,35.72,9.08,25.46,28.63,36.72
2020,Romania,35.31,10.05,29.03,30.5,48.86
2020,Tanzania,35.25,14.04,29.66,22.57,17.58
2020,Belarus,34.7,10.5,28.06,38.94,37
2020,Turkey,34.69,6.78,29.76,24.16,40.85
2020,Bolivia,34.56,10.93,28.09,25.11,39.34
2020,Morocco,34.32,8.94,30.11,24.5,35.25
2020,Moldova,33.7,8.4,25.96,27.79,27.57
2020,Rwanda,33.35,11.88,26.83,29.17,19.32
2020,Ukraine,33.18,10.46,26.01,26.42,31.8
2020,Argentina,32.95,8.33,25.82,30.52,47.22
2020,Armenia,32.84,10.91,25.61,30.43,28
2020,Bangladesh,32.25,5.01,29.72,19.21,33.21
2020,Zambia,31.72,7.39,26.86,22.07,54.14
2020,Sri Lanka,31.61,7.74,35.09,18.76,24.45
2020,North Macedonia,31.59,6.49,24.94,23.31,37.15
2020,Paraguay,31.1,9.66,25.03,25.01,32.6
2020,Nigeria,31,23.59,31.15,17.71,13.52
2020,Colombia,30.66,9.58,25.05,22.44,31.12
2020,Kazakhstan,30.64,9.78,24.31,29.87,38.36
2020,Uganda,30.18,10.15,25.25,22.14,20.5
2020,Algeria,30.1,5.34,30.71,15.89,28.69
2020,Azerbaijan,29.92,9.48,23.74,30.36,30.2
2020,Egypt,29.54,5.49,25.5,23.53,22.41
2020,Nepal,29.05,4.77,24.91,20.36,21.9
2020,Georgia,28.48,9.8,23.05,26.66,24.88
2020,Kosovo (Disputed Territory),28.47,8.47,26.53,21.04,48.9
2020,Venezuela,27.17,6.81,28.29,24.41,2.61
2020,Tunisia,27.04,5.51,25.25,14.95,34.45
2020,Kyrgyzstan,26.97,9.18,23.39,21.45,24.98
2020,Uzbekistan,26.01,7.54,21.59,20.17,24.31
2020,Syria,25.31,5.68,22.42,21.38,11.46
2020,India,24.58,5.68,24.55,17.17,54.3
2020,Afghanistan,24.24,4.03,17.7,17.38,28.2
2021,Bermuda,145.07,92.86,141.77,157.7,83.43
2021,Switzerland,131.75,55.05,133.36,126.08,110.96
2021,Norway,106.09,36.18,100.59,105.9,79.43
2021,Iceland,96.77,43.17,88.84,102.24,71.88
2021,Denmark,91.67,36.18,72.62,104.92,94.73
2021,Luxembourg,88.28,61.62,80.71,94.66,95.38
2021,Japan,87.77,28.03,90.47,49.74,76.53
2021,Israel,86.63,31.9,73.68,91.1,70.36
2021,Bahamas,85.85,34.54,69.35,89.29,49.31
2021,Singapore,85.59,64.77,75.31,62.07,83.62
2021,Australia,84.14,38.38,81.14,76.28,99.29
2021,Ireland,83.11,45.42,67.8,82.34,73.84
2021,Barbados,81.49,21.09,71.51,72.85,45.34
2021,South Korea,81.2,22.91,99.84,43.98,76.6
2021,France,80.62,27.79,77.46,75.48,74.06
2021,Hong Kong,79.94,74.24,81.73,58.6,62.45
2021,Sweden,79.17,28.08,71.67,77.23,90.55
2021,New Zealand,79.14,35.38,75.03,69.18,81.44
2021,Seychelles,78.92,34.32,78.56,84.24,18.03
2021,Netherlands,78.64,39.31,61.63,81.62,83.89
2021,Belgium,78.52,26.84,67.33,82.4,76.54
2021,Finland,77.46,28.04,65.6,81.22,89.05
2021,Lebanon,75.88,24.08,72.51,62.89,29.49
2021,Austria,75.49,28.42,67.62,70.98,78.23
2021,Malta,73.61,32.96,63.41,77.04,41.89
2021,Italy,73.11,22.91,62.46,75.6,58.7
2021,United States,71.92,41.14,70.24,69.42,102.58
2021,United Kingdom,71.03,31.61,56.38,74.69,82.56
2021,Germany,70.62,29.64,54.69,65,93.72
2021,Canada,70.08,32.48,68.5,63.96,82.76
2021,Macao,69.6,44.39,66.28,48.93,67.6
2021,Puerto Rico,69.51,19.42,72.13,58.12,69.22
2021,Taiwan,65.25,17.92,79.11,28.8,56.08
2021,Qatar,64.23,46.59,56.72,62.58,93.12
2021,Cyprus,64.05,22.7,51.68,66.31,52.34
2021,United Arab Emirates,61.67,40.62,48.84,61.25,85.74
2021,Greece,60.96,13.05,47.66,55.71,38.95
2021,Slovenia,59.38,18.88,51.46,47.86,56.14
2021,Spain,59.09,23.59,48.74,56.99,62.68
2021,Bahrain,57.7,29.53,46.96,52.27,53.24
2021,Estonia,56.45,16.27,43.35,56.27,61.22
2021,Croatia,56.36,14.94,49.1,46.13,43.13
2021,Palestine,55.88,9.98,50.24,36.21,39.1
2021,Cuba,55.54,14.89,46.93,32.85,1.42
2021,Trinidad And Tobago,55.48,16.44,53.09,52.21,39
2021,Ivory Coast,54.61,20.26,47.15,34.5,6.32
2021,Ethiopia,54.3,15.59,37.47,18.17,10.1
2021,Panama,54.07,22.58,54.77,45.48,32.05
2021,Jamaica,53.16,15.93,55.94,33.12,32.21
2021,Portugal,52.88,22.31,42.01,43.24,44.96
2021,Latvia,52.87,13.17,41.36,44.92,45.94
2021,Mauritius,52.57,12.32,54.15,37.56,27.38
2021,Belize,52.45,11.56,47.82,36.1,45.71
2021,Jordan,52.17,9.69,42.76,42.08,33.13
2021,Suriname,51.86,10.42,50.39,62.59,16.47
2021,Zimbabwe,51.52,9.44,45.56,39.29,22.1
2021,Yemen,51.46,6.21,61.17,23.62,14.75
2021,Uruguay,51.09,13.56,40.83,48.95,30.62
2021,Costa Rica,50.64,14.52,48.03,41.33,39.01
2021,Oman,50.18,17.32,46.9,41.88,84.45
2021,Saudi Arabia,49.95,11.64,41.74,31.98,88.18
2021,Kuwait,49.4,31.43,35.87,45.12,75.32
2021,Brunei,49.35,23.44,47.21,35.86,89.03
2021,Chile,49.33,14.66,41.82,45.96,33.33
2021,Thailand,49.32,16.33,50.64,24.19,31.36
2021,Czech Republic,49.18,19.81,42.76,34.68,56.4
2021,Slovakia,49.08,17.43,42.96,37.47,50.39
2021,Fiji,48.54,17.77,53.43,38.55,30.04
2021,Cambodia,47.91,14.56,48.64,23.1,11.4
2021,Lithuania,47.66,14.63,37.28,45.96,54.6
2021,Guatemala,44.76,15.24,41.68,32.45,25.64
2021,El Salvador,44.57,13.33,42.69,33.33,20.72
2021,Nicaragua,42.77,7.99,41.07,29.47,16.69
2021,Hungary,42.75,12.75,35.46,34.24,49.81
2021,Cameroon,42.57,7.42,42.88,24.67,15.37
2021,China,42.54,16.42,45.49,28.4,57.47
2021,Honduras,42.2,10.63,35.13,28.73,31.06
2021,Poland,42.04,18.09,33.45,35.38,47.09
2021,South Africa,41.69,15.94,34.59,37.22,72.92
2021,Dominican Republic,41.54,9.81,36.12,35.28,21.72
2021,Montenegro,41.43,11.75,32.55,32.54,35.36
2021,Iran,41.34,17.88,36.26,25.85,19
2021,Namibia,41.02,14.29,35.67,35.58,53.28
2021,Bulgaria,40.92,9.88,35.24,31.88,40.26
2021,Philippines,40.65,10.41,38.91,22.16,19.71
2021,Ghana,40.63,18.44,41.21,31.53,15.19
2021,Botswana,40.41,10.74,34.64,41.52,61.95
2021,Albania,40.25,9.21,32.73,30.71,26.58
2021,Ecuador,40.08,12.03,36.42,28.55,30.54
2021,Malaysia,39.51,10.77,40.2,21.71,56.1
2021,Serbia,39.19,9.83,29.68,30.59,35.83
2021,Bosnia And Herzegovina,38.56,7.13,31.84,25.7,42.56
2021,Romania,38.5,10.76,33.45,32.38,45.19
2021,Myanmar,38.06,21.71,39.59,21.22,10.67
2021,Vietnam,38.05,14.16,38.32,19.03,27.26
2021,Argentina,37.87,8.49,29.2,33.39,34.56
2021,Indonesia,37.44,10.29,39.4,17.99,20.89
2021,Somalia,37.42,5.9,44.46,26.73,27.23
2021,Morocco,36.85,9.72,32.78,26.33,32.17
2021,Kenya,36.3,9.17,33.38,30.5,27.67
2021,Peru,36.26,12.25,33.83,23.56,28.81
2021,Bolivia,36.11,10.76,31.94,25.24,37.23
2021,Mozambique,35.89,15.12,29.07,29.28,16.4
2021,Mexico,35.05,11.62,33.64,28.92,35.54
2021,Tanzania,34.6,13.11,30.62,25.16,16.05
2021,North Macedonia,34.15,6.72,28.46,22.46,31.97
2021,Rwanda,34.07,14.92,28.51,28.54,21.97
2021,Bangladesh,33.31,4.9,31.49,20.39,24.07
2021,Mongolia,33.17,9.91,33.11,23.35,28.09
2021,Russia,33.17,9.77,27.81,30.65,34.61
2021,Iraq,32.72,9.76,27.48,25.64,39.75
2021,Moldova,32.68,8.65,26.07,26.59,26.99
2021,Uganda,32.18,7.29,28.93,22,13.97
2021,Brazil,31.82,8.12,25.41,22.55,28.66
2021,Armenia,31.68,10.36,24.56,27.25,26.13
2021,Turkey,31.48,6.1,28.11,19.91,35.35
2021,Sri Lanka,31.28,8.54,36.47,16.54,20.77
2021,Colombia,31,9.96,26.28,21.8,26.13
2021,Azerbaijan,30.9,9.02,26.23,28.66,25.77
2021,Paraguay,30.72,9.77,24.55,24.34,27.51
2021,Belarus,30.69,9.19,26.57,31.03,31.96
2021,Egypt,30.1,5.97,26.53,24.91,19.99
2021,Kazakhstan,29.76,9.31,25.61,25.8,34.92
2021,Nigeria,29.74,28.91,31.23,17.97,9.78
2021,Tunisia,29.5,5.77,28.48,15.75,27.81
2021,Kosovo (Disputed Territory),29.4,8.8,26.86,21.1,40.14
2021,Ukraine,29.21,8.74,24.34,23.72,30.1
2021,Syria,29.03,5.68,28.38,23.48,8.08
2021,Nepal,28.86,4.54,26.45,19.68,20.63
2021,Algeria,28.31,5.01,29.09,14.98,24.77
2021,Zambia,28.06,6.75,27.12,16.18,59.47
2021,Georgia,28.05,9.42,24.37,24.22,25.67
2021,Uzbekistan,27.12,8.06,23.91,21.43,21.96
2021,Afghanistan,26.33,3.85,19.3,16.98,26.58
2021,India,25.16,5.77,26.26,17.66,47.13
2021,Kyrgyzstan,22.98,7.43,20.57,19.19,22.01
2021,Libya,22.32,5.68,25.3,13.31,31.81
